GovernmentName,FiscalYear,TaxRateMO,TaxRateIS,TaxRateTotal,TaxableValue,BudgetedTotalExpenditures,Population,ADAWealth,ADA,ADA5YrsAgo,ADAGrowth,ADAGrowthPct,PledgeType,TotalPrincipalOutstanding,TotalInterestOutstanding,TotalDebtServiceOutstanding,GODebtToTaxableValue,GODebtServiceToTaxableValue,DebtPerCapitaPledgeType,DebtPerADA,DebtServiceToExpenditures
Seminole ISD,2022,0.9634,0.13,1.0934,5861132178,51633460,18139,1071515.91,2734.7,2675,59.7,2.2318,GO,7690000,431346,8121346,0.1312,0.1386,424,2812,0.1573
Aubrey ISD,2022,0.9603,0.5,1.4603,3207432010,40218726,14743,544305.89,2940.38,2317,623.38,26.9046,GO,285059457,225270857,510330315,8.8875,15.9109,19335,96959,12.6889
Kermit ISD,2022,1.0016,0.2269,1.2285,1830794650,22244330,5826,831022.98,1139.75,1276,-136.25,-10.6779,GO,19834989,4536296,24371285,1.0834,1.3312,3405,17399,1.0956
Longview ISD,2022,0.9417,0.473,1.4147,9837457596,129955789,60185,652075.6,7532.92,7931,-398.08,-5.0193,GO,153169000,43941222,197110222,1.557,2.0037,2545,20333,1.5167
Queen City ISD,2022,1.0307,0.0543,1.085,1092567208,13629636,5297,661781.95,847.28,958,-110.72,-11.5574,GO,1635000,132892,1767892,0.1496,0.1618,309,1930,0.1297
Troup ISD,2022,2.1034,0.23,2.3334,829898260,13227354,8532,425405.06,974.3,1014,-39.7,-3.9152,GO,5110000,1298538,6408538,0.6157,0.7722,599,5246,0.4845
Claude ISD,2022,0.9634,0.055,1.0184,459379140,4938071,1859,729024.27,294.33,338,-43.67,-12.9201,GO,975000,121425,1096425,0.2122,0.2387,524,3316,0.222
Silsbee ISD,2022,0.9881,0.335,1.3231,2083303510,37518549,17789,415063.04,2504.86,2712,-207.14,-7.6379,GO,25264997,8082630,33347628,1.2127,1.6007,1420,10086,0.8888
London ISD,2022,0.9255,0.2752,1.2007,1418371522,15938184,5214,524798.59,1350.46,988,362.46,36.6862,GO,28804102,13462360,42266462,2.0308,2.9799,5524,21336,2.6519
Alto ISD,2022,1.0546,0.4773,1.5319,324510298,16069837,3637,316587.91,512.41,621,-108.59,-17.4863,GO,13465000,3190841,16655841,4.1493,5.1326,3702,26299,1.0365
Ganado ISD,2022,0.9078,0.3407,1.2485,813651852,9875323,3866,417511.79,680.12,731,-50.88,-6.9603,GO,21755000,13481525,35236525,2.6737,4.3307,5627,31993,3.5681
Throckmorton Collegiate ISD,2022,0.9955,0.3,1.2955,270862520,3063027,707,974351.91,138.99,119,19.99,16.7983,GO,7490000,3830700,11320700,2.7652,4.1795,10594,53885,3.6959
Maypearl ISD,2022,0.872,0.2997,1.1717,1027739186,14792767,4716,460907.53,1113.86,1106,7.86,0.7107,GO,9772159,3363694,13135853,0.9508,1.2781,2072,8772,0.888
Columbia-Brazoria ISD,2022,0.872,0.2003,1.0723,3441100308,43095323,16876,665901.42,2667.74,2955,-287.26,-9.7212,GO,33315000,10615068,43930068,0.9681,1.2766,1974,12487,1.0194
Agua Dulce ISD,2022,1.9338,0.4748,2.4086,367409862,5785037,1573,485085.42,377.18,317,60.18,18.9842,GO,4135000,2301200,6436200,1.1254,1.7518,2629,10968,1.1126
Carthage ISD,2022,0.9661,0.23,1.1961,5990195614,39451695,16703,1244038.84,2427.82,2494,-66.18,-2.6536,GO,11693000,458123,12151123,0.1952,0.2029,700,4816,0.308
Water Valley ISD,2023,0.9429,0.3571,1.3,924563768,18463045,2062,757545.66,318.6,309.573,9.027,2.916,GO,21265000,8638075,29903075,2.3,3.2343,10313,66661,1.6196
Decatur ISD,2022,0.912,0.2337,1.1457,5324448798,49506304,18087,781969.01,3400.74,3189,211.74,6.6397,GO,49396423,29140912,78537335,0.9277,1.475,2731,14524,1.5864
Archer City ISD,2022,0.9321,0.28,1.2121,635793568,8204967,2834,545776.12,451.07,440,11.07,2.5159,GO,14180000,5681525,19861525,2.2303,3.1239,5004,31441,2.4207
South Texas ISD,2022,,,,,68148762,874,0,4020.08,4048,-27.92,-0.6897,LP,6310000,2153288,8463288,,,7220,1570,0.1242
Pflugerville ISD,2022,,,,,476833139,143169,826910.92,23378.66,23658,-279.34,-1.1807,LP,10870000,4648400,15518400,,,76,465,0.0325
Dilley ISD,2022,2.1014,0.94,3.0414,2184527540,16315262,5797,1366369.63,799.52,887,-87.48,-9.8625,GO,26840000,8943985,35783985,1.2286,1.6381,4630,33550,2.1933
Gilmer ISD,2022,2.0838,0.7142,2.798,1853319718,39618277,17863,379543.91,2439.38,2266,173.38,7.6514,GO,41835000,18974550,60809550,2.2573,3.2811,2342,17153,1.5349
Chapel Hill ISDb,2022,0.9447,0.1075,1.0522,331918450,12631514,3515,171437.33,968.05,971,-2.95,-0.3038,GO,1840000,189064,2029064,0.5544,0.6113,523,1901,0.1606
Brownfield ISD,2022,2.1034,0.98,3.0834,953871792,44542569,11684,324200.73,1469.53,1569,-99.47,-6.3397,GO,38900000,20160175,59060175,4.0781,6.1916,3329,26463,1.3259
Hubbard ISDb,2022,2.9679,1.4499,4.4178,215936346,6376908,1824,264045.09,406.55,363,43.55,11.9972,GO,7336000,2027429,9363429,3.3973,4.3362,4022,18025,1.4683
Riesel ISD,2022,1.8408,0.9321,2.7729,799674204,8455019,2564,709137.21,570.22,604,-33.78,-5.5927,GO,23397000,7001513,30398513,2.9258,3.8014,9125,41047,3.5953
Harlingen CISD,2022,1.0082,0.148,1.1562,8579828336,243660949,69000,277009.69,15464.3,16954,-1489.7,-8.7867,GO,91660000,32577325,124237325,1.0683,1.448,1328,5927,0.5099
Mount Pleasant ISD,2022,0.947,0.312,1.259,3102955062,96340456,22256,351162.19,4624.9,4767,-142.1,-2.9809,GO,86825000,30942520,117767520,2.7981,3.7953,3901,18773,1.2224
Pilot Point ISD,2022,2.8809,0.6,3.4809,2079477098,17719048,7050,778498.16,1332.52,1297,35.52,2.7386,GO,47020000,24485318,71505318,2.2611,3.4386,6670,35274,4.0355
Garland ISD,2022,0.9384,0.3179,1.2563,47755964216,660719744,305000,487046.57,48982.19,52864,-3881.81,-7.343,GO,417280000,118284357,535564357,0.8738,1.1215,1368,8519,0.8106
Pasadena ISD,2022,1.0712,0.31,1.3812,34188138244,687190952,223463,392301.48,44677.04,51878,-7200.96,-13.8806,GO,675140000,298838981,973978981,1.9748,2.8489,3021,15112,1.4173
Midway ISDa,2022,1.927,0.48,2.407,310363324,3102851,687,716171.45,122.69,132,-9.31,-7.053,GO,3320000,551400,3871400,1.0697,1.2474,4833,26992,1.2477
Hudson ISD,2022,0.9647,0.172,1.1367,1313276442,34165791,13279,250555.35,2625.19,2731,-105.81,-3.8744,GO,9685000,2088814,11773814,0.7375,0.8965,729,3690,0.3446
Rio Grande City Grulla ISD,2022,0.9124,0.3517,1.2641,3147304770,141789318,32945,184052.04,8171.35,9731,-1559.65,-16.0276,GO,142220000,65016058,207236058,4.5188,6.5846,4317,17405,1.4616
Kirbyville CISD,2022,1.8554,0.67,2.5254,717127502,17353784,7614,267230.41,1337.14,1456,-118.86,-8.1635,GO,19104766,7245077,26349843,2.6641,3.6744,2509,14289,1.5184
Mart ISD,2022,2.616,1.2956,3.9116,663316360,8824588,2998,452637.98,488.18,486,2.18,0.4486,GO,16630000,7155350,23785350,2.5071,3.5858,5547,34078,2.6953
Hull-Daisetta ISD,2022,1.0148,0.049,1.0638,562102454,7181064,2847,737777.66,380.51,428,-47.49,-11.0958,GO,569000,90064,659064,0.1012,0.1172,200,1493,0.0918
Italy ISD,2022,0.9603,0.3267,1.287,368084006,10682010,2224,311882.54,589.78,569,20.78,3.652,GO,11615000,6748969,18363969,3.1555,4.9891,5223,19686,1.7191
Fruitvale ISD,2022,0.9603,0.1399,1.1002,136166640,6399577,1206,196911.81,374.21,405,-30.79,-7.6025,GO,1700000,681025,2381025,1.2485,1.7486,1410,4545,0.3721
Abernathy ISD,2022,2.1034,0.66,2.7634,932216996,11722650,3583,610733.9,762.93,717,45.93,6.4059,GO,15495000,2745079,18240079,1.6622,1.9566,4325,20308,1.556
Mount Enterprise ISD,2022,0.9967,0.0636,1.0603,134283640,5630002,1779,168611.97,426.49,374,52.49,14.0348,GO,11710000,7887249,19597249,8.7203,14.5939,6582,27488,3.4809
Grape Creek ISD,2022,0.9807,0.1968,1.1775,740035978,19526506,5830,352418.3,1051.59,1061,-9.41,-0.8869,GO,9725000,5103369,14828369,1.3141,2.0037,1668,9244,0.7594
Bartlett ISD,2022,2.616,0.834,3.45,314443924,6029987,3978,427375.31,367.52,316,51.52,16.3038,GO,20658000,18040731,38698731,6.5697,12.307,5193,56136,6.4177
Wildorado ISD,2022,2.8902,1.32,4.2102,485419574,4441382,367,968873.22,209.67,134,75.67,56.4701,GO,10000000,4136372,14136372,2.0601,2.9122,27248,47619,3.1829
Clarksville ISD,2022,1.0064,0,1.0064,523439884,7421884,4003,567688.27,460.52,469,-8.48,-1.8081,GO,15990000,9925675,25915675,3.0548,4.951,3995,34685,3.4918
Charlotte ISD,2022,2.1034,0.4654,2.5688,707080302,10022036,2106,954408.75,370.16,448,-77.84,-17.375,GO,7234999,2662651,9897650,1.0232,1.3998,3435,19554,0.9876
Whitehouse ISD,2022,0.9256,0.297,1.2226,5008678146,55448981,21856,542624.71,4612.09,4467,145.09,3.248,GO,101740000,56589400,158329400,2.0313,3.1611,4655,22060,2.8554
Duncanville ISD,2022,0.9759,0.34,1.3159,11173998618,162363151,63947,523434.71,10662.27,11859,-1196.73,-10.0913,GO,188775000,74014752,262789752,1.6894,2.3518,2952,17705,1.6185
Alvin ISD,2022,0.9696,0.4281,1.3977,22559050218,433711959,169558,345613.27,26328.14,23192,3136.14,13.5225,GO,968580000,480378964,1448958964,4.2935,6.423,5712,36789,3.3408
Vidor ISD,2022,1.9552,0.1939,2.1491,2913531106,62528148,25088,384989.94,3939.83,4438,-498.17,-11.2251,GO,10037827,2390473,12428300,0.3445,0.4266,400,2548,0.1988
Mabank ISD,2022,2.616,0.759,3.375,3417299158,41234678,25000,532471.95,3411.14,3279,132.14,4.0299,GO,34185992,17617968,51803960,1.0004,1.5159,1367,10022,1.2563
Walcott ISD,2022,0.9553,0.0927,1.048,188670282,2201179,98,544387.38,130.12,108,22.12,20.4815,GO,991000,185883,1176883,0.5253,0.6238,10112,7623,0.5347
Bloomington ISD,2022,0.9587,0.2617,1.2204,471640076,12749941,4495,324062.38,725.94,794,-68.06,-8.5718,GO,8434000,2609861,11043861,1.7882,2.3416,1876,11617,0.8662
Ysleta ISD,2022,,,,,580213853,156062,230986.26,34371.71,38003,-3631.29,-9.5553,LP,9800000,809206,10609206,,,63,285,0.0183
Arlington ISD,2022,1.0601,0.3007,1.3608,67310317258,835094819,390540,668258.35,50317.05,55644,-5326.95,-9.5733,GO,1185949956,565010265,1750960221,1.7619,2.6013,3037,23570,2.0967
Shamrock ISD,2022,1.9268,0,1.9268,268644164,6566775,3074,410506.01,327.21,378,-50.79,-13.4365,GO,1755000,296256,2051256,0.6533,0.7636,571,5367,0.3124
Marble Falls ISD,2022,1.799,0.4306,2.2296,10075513086,70291796,25706,1357724.72,3705.65,3895,-189.35,-4.8614,GO,84880000,27113781,111993781,0.8424,1.1115,3302,22903,1.5933
Sabinal ISD,2022,0.9234,0.0938,1.0172,891409792,9468484,1918,1257061.26,354.56,433,-78.44,-18.1155,GO,7095000,2636338,9731338,0.7959,1.0917,3699,19986,1.0278
Lingleville ISD,2022,2.616,0.8258,3.4417,326557322,8958739,1689,637349.17,256.18,258,-1.82,-0.7054,GO,6856000,3440518,10296518,2.0995,3.1531,4059,26781,1.1493
Peaster ISD,2022,0.872,0.5,1.372,1131743466,23300031,5757,366047.44,1544.69,1114,430.69,38.6616,GO,41627306,20561746,62189052,3.6782,5.495,7231,26943,2.6691
Harlandale ISD,2022,0.9701,0.4306,1.4007,4374872486,188029431,66814,205228.2,10603.68,12884,-2280.32,-17.6989,GO,227353920,124002128,351356048,5.1968,8.0312,3403,21440,1.8686
Stephenville ISD,2022,0.9094,0.2828,1.1922,4457201730,60223181,25896,653258.49,3410.97,3407,3.97,0.1165,GO,72000000,29919538,101919538,1.6154,2.2866,2780,21108,1.6924
Beaumont ISD,2022,0.9089,0.2526,1.1615,25692524869,228484491,131085,811422.32,14607.67,17271,-2663.33,-15.4208,GO,249945000,86287185,336232185,0.9728,1.3087,1907,17110,1.4716
Bruceville-Eddy ISD,2022,2.9805,0.4752,3.4557,490350862,9581986,3687,425820.5,574.83,660,-85.17,-12.9045,GO,4670000,1612000,6282000,0.9524,1.2811,1267,8122,0.6556
Aquilla ISD,2022,0.9603,0.2806,1.2409,226217642,4805689,1656,376218.83,300.64,304,-3.36,-1.1053,GO,1096000,91321,1187321,0.4845,0.5249,662,3641,0.2471
Huntington ISD,2022,1.0476,0.2452,1.2928,805669690,20332940,8066,286586.57,1509.23,1581,-71.77,-4.5395,GO,11780000,3046938,14826938,1.4621,1.8403,1460,7806,0.7292
Brownsville ISD,2022,1.0393,0.1357,1.175,13542354226,551322735,164503,195090.4,34657.73,41602,-6944.27,-16.6922,GO,74080000,7513525,81593525,0.547,0.6025,450,2137,0.148
Lone Oak ISD,2022,1.744,0.7,2.444,743296410,12741725,4673,385964.85,959.41,976,-16.59,-1.6998,GO,39895000,19732820,59627820,5.3673,8.0221,8537,41601,4.6797
East Bernard ISD,2022,0.9655,0.2465,1.212,948857182,14753665,4066,520252.01,911.79,905,6.79,0.7503,GO,21870000,10828525,32698525,2.3049,3.4461,5379,23980,2.2163
DeKalb ISD,2022,1.0274,0,1.0274,448142898,9819573,4416,319106.8,699.35,734,-34.65,-4.7207,GO,435000,44758,479758,0.0971,0.1071,99,622,0.0489
Goose Creek CISD,2022,2.0872,0.65,2.7372,29707232726,461379399,108906,623523.85,21953.5,22310,-356.5,-1.5979,GO,673617572,346456121,1020073693,2.2675,3.4338,6185,30683,2.2109
Seguin ISD,2022,0.8996,0.385,1.2846,8279834728,101055869,39870,656188.58,6298.65,6573,-274.35,-4.1739,GO,163984809,73384614,237369423,1.9805,2.8668,4113,26033,2.3489
Collinsville ISD,2022,1.9206,0.4393,2.3599,522026144,7787115,2460,512801.36,508.5,504,4.5,0.8929,GO,7505000,4278000,11783000,1.4377,2.2572,3051,14745,1.5131
Sabine ISD,2022,0.9454,0.2614,1.2068,858522326,17881126,8084,316392.67,1455.05,1385,70.05,5.0578,GO,16694994,6845281,23540275,1.9446,2.742,2065,11474,1.3165
Fort Elliott CISD,2022,2.8902,0.3,3.1902,1548158054,4191146,850,5408550.45,141.92,122,19.92,16.3279,GO,2575000,201925,2776925,0.1663,0.1794,3029,18134,0.6626
Diboll ISD,2022,0.9672,0.2435,1.2107,676536322,26049067,7549,228645.99,1563.94,1689,-125.06,-7.4044,GO,21624924,5941906,27566830,3.1964,4.0747,2865,13827,1.0583
Round Rock ISD,2022,1.7872,0.48,2.2672,89336253188,733964830,288178,1036161.55,43099.5,46428,-3328.5,-7.1692,GO,794720000,251125509,1045845509,0.8896,1.1707,2758,18439,1.4249
Stratford ISD,2022,1.987,0.1574,2.1444,896811344,9787873,2367,898643.45,530.53,538,-7.47,-1.3885,GO,5515000,792026,6307026,0.615,0.7033,2330,10386,0.6444
Knippa ISD,2022,1.0164,0.1783,1.1947,200245476,4910388,1400,259560.73,364.44,409,-44.56,-10.8949,GO,2605000,970400,3575400,1.3009,1.7855,1861,7157,0.7281
Schertz-Cibolo-U City ISD,2022,1.799,0.94,2.739,13661605902,169960636,82146,458105.67,14902.11,14728,174.11,1.1822,GO,378843715,227966095,606809810,2.7731,4.4417,4612,25422,3.5703
Community ISD,2022,1.9206,1,2.9206,3011862100,61511835,19891,483592.83,3111.17,2133,978.17,45.8589,GO,191395000,156181888,347576888,6.3547,11.5403,9622,61522,5.6506
Aransas County ISD,2022,0.882,0.0495,0.9315,7436579314,37879789,18885,1348715.32,2754.25,3192,-437.75,-13.714,GO,23833000,5564342,29397342,0.3205,0.3953,1262,8654,0.7761
Sam Rayburn ISD,2022,0.9603,0.1532,1.1135,338941012,7499472,2812,363558.44,465.78,494,-28.22,-5.7126,GO,3223059,1586174,4809232,0.9509,1.4189,1146,6916,0.6413
Wharton ISD,2022,0.9634,0.35,1.3134,2546462314,25840183,10118,731926.19,1737.55,2024,-286.45,-14.1527,GO,70340000,25528503,95868503,2.7623,3.7648,6952,40472,3.7101
Wolfe City ISD,2022,1.8636,0.4258,2.2894,366162748,10029095,3139,278855.53,655.26,634,21.26,3.3533,GO,5625000,2412300,8037300,1.5362,2.195,1792,8588,0.8014
